"zipcode","description","garageSpaces","hasAssociation","hasGarage","hasSpa","hasView","yearBuilt","latestPrice","latest_salemonth","latest_saleyear","numOfPhotos","numOfAccessibilityFeatures","numOfAppliances","numOfParkingFeatures","numOfPatioAndPorchFeatures","numOfSecurityFeatures","numOfWaterfrontFeatures","numOfWindowFeatures","numOfCommunityFeatures","lotSizeSqFt","livingAreaSqFt","avgSchoolDistance","avgSchoolRating","avgSchoolSize","MedianStudentsPerTeacher","numOfBathrooms","numOfBedrooms","numOfStories","orig.id"
"78731","4600 Finley Dr, Austin, TX 78731 is a single family home that contains 1,619 sq ft and was built in 1953. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $778,674. The Rent Zestimate for this home is $3,200/mo.",1,"FALSE","TRUE","FALSE","FALSE",1953,559.9,"10",2019,1,"0",5,2,2,3,0,1,0,6534,1619,1.13333333333333,7,1177,16,2,3,1,"12942"
"78753","304 W Applegate Dr, Austin, TX 78753 is a single family home that contains 1,140 sq ft and was built in 1977. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $272,528. The Rent Zestimate for this home is $1,650/mo.",1,"FALSE","TRUE","FALSE","TRUE",1977,204,"5",2019,1,"0",5,2,0,0,0,0,0,9147,1140,1.03333333333333,3.33333333333333,936,14,2,3,1,"2865"
"78717","Large contemporary home with stone and stucco finish, high end upgrades inside, designer pool and spa outdoor kitchen and lush front and back landscaping.",3,"TRUE","TRUE","TRUE","TRUE",2018,1130,"8",2020,40,"0",4,3,2,0,0,0,0,13068,5210,1.26666666666667,8,1479,16,5,5,2,"7279"
"78741","New Home in E Riverside-View of DT. 4 Bed/3 Bath, living space opens to covered porch thru triple slider doors. Downstairs-concrete, bedrm or office, full bath, quartz counters, island w/bar seating & more. 2nd floor-hardwoods & landing that opens to balcony with City View. Master Suite w/picture windows, vaulted ceiling, door to balcony & spa suite. 9' ceilings, tankless water heater, 1-car garage. Corner Lot. Minutes to Lady Bird Lake & trails, E Riverside & DT restaurants & entertainment. Available Now",1,"FALSE","TRUE","FALSE","TRUE",2019,899,"9",2020,39,"0",4,3,1,1,0,0,0,8494,2139,1,4.33333333333333,916,14,3,4,1,"8318"
"78753","Must see! Stunning, spacious FULLY remodeled home. Move in ready w/ open concept floor plan. Kitchen w/ granite countertops, kitchen island & brand new stainless steel appliances. New fixtures & windows throughout. Remodeled bathrooms. 3 large bedrooms, each w/ its own large walk-in closet. Plus extra living space perfect for family room or media room!  Perfect for entertaining. Great location. Easy access to I-35 and minutes away from shopping the Domain and Walnut Creek! 15 min. away from Downtown!",0,"FALSE","FALSE","FALSE","FALSE",1975,279,"5",2018,21,"0",4,1,0,0,0,0,0,10846,2081,1.63333333333333,3.33333333333333,936,14,2,3,1,"2610"
"78756","Vintage 2 bedroom/1 bath w/2 car garage Bungalow in Brentwood in Central Austin's 78756 zip. Original hardwood floors in living, dining, hallways, and bedrooms. Built in 1949. Retro kitchen with bold colors and creative accents. Gas stove, heater, and water heater. Freshly painted white interior colors. Recently installed ceiling fans plus dining and kitchen light fixtures. Built-in drawers under closets in bedrooms. Large backyard w/2 storage sheds. Brentwood Elem. Lamar Middle, and McCallum High School",2,"FALSE","TRUE","FALSE","FALSE",1949,420,"7",2020,33,"0",3,2,1,0,0,0,0,8973,1068,0.533333333333333,7,1189,16,1,2,1,"13498"
"78747","Beautifully detailed home with many designer upgrades. Gorgeous covered 690 sq.ft. back patio w/ wood ceiling.  Beautiful landscaped yard on a quiet cul-de-sac.. Each additional  Bedroom has a private bath.  Google Fiber! 24 hour security!  Exceptional home that has been well maintained. Neighborhood park with playground and basketball court. Private Onion Creek Country Cub is in the subdivision with golf, tennis, pool, dining- required membership  Did not flood in '13 or '14 OC flood!",2,"TRUE","TRUE","FALSE","FALSE",1993,497.9,"7",2019,56,"0",3,2,0,1,0,2,0,11761.2,3458,1.8,5.33333333333333,1506,15,4,3,2,"4891"
"78704","Heart of 78704. Smartly updated bungalow with bamboo hardwoods, granite, open kitchen to living/dining. Large utility room. Freshly painted exterior and new front door. Recent roof, HVAC + water heater. Beautiful, mature Raywood Ash shades front yard nicely. Lot size is .017 acre. Backyard storage building with electricity. Area is hot, hot, hot!",1,"FALSE","TRUE","FALSE","FALSE",1962,450,"9",2019,19,"0",3,2,2,1,0,1,0,7405,1060,1.16666666666667,3.66666666666667,861,12,1,3,1,"9335"
"78704","New construction modern farmhouse nestled off thriving S. 1st! This beautiful home offers an ideal split floor plan, 2 living areas & an oversized master suite. Gourmet kitchen w/ butler pantry, gas range & breakfast bar. The home boasts white oak hardwood floors, a sunken living area w/ cathedral ceilings & four panel glass sliders leading to an oversized & covered outdoor patio. If you're looking for it all-functionality & space, ample storage, a mud room,laundry chute,2 car garage & yard, welcome home!",0,"FALSE","FALSE","FALSE","FALSE",2018,1259,"7",2019,40,"0",4,1,1,0,0,0,0,7187,2708,0.9,4,861,12,3,4,2,"12454"
"78745","Lovely 3/2 updated home with curb appeal and vaulted ceilings. Recently remodeled interior includes new hardwood floors, updated bathrooms, fresh paint, modern touches, and so much more. They have also updated the backyard with a beautiful new pergola, modern stones, and new fence. The roof, HVAC, and water heater were replaced in 2017. This is a solid home you don't want to miss!",0,"FALSE","FALSE","FALSE","FALSE",1969,415,"8",2019,25,"0",3,1,0,1,0,0,0,10018,1519,1.06666666666667,4.66666666666667,890,14,2,3,1,"5882"
"78749","7420 Mifflin Kenedy Ter, Austin, TX 78749 is a single family home that contains 2,427 sq ft and was built in 1989. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $529,872. The Rent Zestimate for this home is $2,700/mo.",0,"TRUE","FALSE","FALSE","FALSE",1989,415,"6",2018,1,"0",4,1,0,0,0,0,0,7405,2427,3.46666666666667,6,1494,17,3,3,2,"11183"
"78744","Quality workmanship on this one story remodel! The home boasts an open concept w/ ample natural light, sufficient privacy w/ no neighbors behind, a split floor plan, & an oversized utility room. Kitchen features shaker style cabinets w/ granite counters, free floating vent hood w/ a gas range & breakfast bar. Tiled floor to ceiling fireplace will be the focal point of any gathering complete w/ a sliding glass door leading to a covered patio & fenced backyard. NEW roof, WH, windows, cosmetics & more!",2,"FALSE","TRUE","FALSE","FALSE",1974,324.9,"9",2020,39,"0",2,2,1,0,0,0,0,6795,1289,1.4,3,840,12,2,3,1,"9249"
"78728","2-story in Round Rock ISD. All bedrooms plus a bonus living area up. Family room with fireplace open to island kitchen with eating area.  Lots of light throughout, even a window in the master closet.  Formal living room as you enter could also be a formal dining room, study. Employees and family members residing with employees of JPMorgan Chase Bank, N.A, its affiliates or subsidiaries are strictly prohibited from directly or indirectly purchasing any property owned by JPMorgan Chase Bank, N.A.""",0,"FALSE","FALSE","FALSE","FALSE",1997,256.5,"3",2019,15,"0",1,2,0,0,0,0,0,7840,2229,2.86666666666667,5.66666666666667,1431,14,3,3,2,"3357"
"78704","Located in the desirable neighborhood of Travis Heights. This 3 bedroom, 3 bath home has high ceilings, portrait windows, and cherrywood floors creating a beautiful sense of space on the main level; the gourmet kitchen with a unique atrium aesthetic has been updated with cherrywood cabinets, Silestone counters, and stainless appliances. Spacious master bedroom has a walkout balcony and bathroom with travertine tile and jetted tub. A large heritage oak welcomes you into the home and downtown skyline views can be found throughout the home, from master bedroom to the large viewing deck. You'll also find yourself steps away from the Hike & Bike Boardwalk, South Congress, and Downtown.",0,"FALSE","FALSE","FALSE","FALSE",1985,850,"4",2019,37,"0",0,1,0,0,0,0,0,5662,2299,0.766666666666667,4.33333333333333,916,14,3,3,2,"8241"
"78729","5 bedroom, 3.5 bath home filled with thoughtful design touches and upgrades...plus a gorgeous kitchen remodel! Elegant entryway with soaring two-story ceiling welcomes visitors and leads to open kitchen and family room. All cabinets and drawers made of 100% wood with soft close designed in the shaker style and eye-catching blue subway tile backsplash. Hard-tile in kitchen and hand-scraped laminate wood elsewhere on first floor add to the elegant yet contemporary feel of home. Fresh carpet just installed throughout second floor. Stunning new frameless shower door installed in master bath, with recent tile, tub, and vanity resurface in Jack-and-Jill bath. Length of home covered front porch is perfect for enjoying the Texas evening sky. Incredible location not even 1/2 a mile to future Apple Campus, in the heart of Austin's tech corridor, close to Domain and Lakeline mall, and just a little over 50 feet to Rattan Creek greenbelt access! Contact Laurie Flood Team for more info 512-277-7987.",2,"FALSE","TRUE","FALSE","TRUE",1987,219.9,"4",2020,40,"0",3,3,1,1,0,0,0,8668,3054,0.966666666666667,6,1343,13,4,5,2,"3112"
"78732","Perfect for buyers looking to be in an area that is walkable to the park and schools. With distant views, backing to greenbelt, & right next to the signature community pool, this property has a great location.  Flexible floor plan includes master suite upstairs & a secondary full suite on the main level. The front office has solid doors if privacy is needed for working from home or for a quiet area. Top of the line professional appliances in the kitchen, & beautiful high end finish out in the bathrooms. LISD schools get really high ratings in this Steiner Ranch community.  Hiking trails, biking trails, sidewalks, community dining, community shopping, close to both Lake Austin and Lake Travis, and The University of Texas Golf Club (private with golf indoor/outdoor tennis, pool, social events, and more) make this one of the most desirable communities in the area.",2,"TRUE","TRUE","FALSE","FALSE",2008,425,"3",2019,27,"0",4,2,0,0,0,0,0,7971,3323,2.7,8.33333333333333,1533,17,3,4,2,"280"
"78729","Back on the Market! Buyer terminated before inspection due to personal reasons.Updated home in desired NW Austin location.  Just 3 miles from the new Apple facility, 5 miles to the Domain and minutes to restaurants and shopping. Features include updated hardy siding, updated windows, recent paint inside and out plus updated kitchen and bathrooms.  Large lot with drought tolerant landscaping.  Plenty of room for parking a boat or RV on the side of the home.",2,"FALSE","TRUE","FALSE","FALSE",1985,349.9,"3",2020,33,"0",4,3,0,0,0,0,0,13939.2,1524,1.13333333333333,5.33333333333333,1369,12,2,3,1,"12580"
"78721","Charming East Austin bungalow has an urban vibe with many modern touches and great investment opportunity! Recently updated kitchen, bathroom, windows, refinished original hardwood floors, fresh interior paint, ceiling fans, water heater installed December 2019 and HVAC system installed September 2020. Just off of Springdale Road and within minutes of the Mueller Alamo Drafthouse, UT, Downtown, and Springdale Park.  The home is surrounded among majestic heritage Live Oaks, great for shade during hot Texas summers and privacy with a fully fenced backyard in the giant backyard. Older established neighborhood with many long time original owners.",2,"FALSE","TRUE","TRUE","FALSE",1960,235,"12",2020,54,"1",3,3,0,0,0,0,0,6098,840,1.3,3,406,11,1,3,1,"8744"
"78737","Call Andrea Parker 512-767-8857 for a showing.......Fabulous home has so much to offer!  Great floorpan w/ master down, puls a second bedroom w/ private bath & private entrance.  Lg. kitchen has center island,  breakfast bar, double ovens, breakfast area and is open to family room w/a beautiful stone fireplace.  Lg. formal dining & 2nd living area plus 3 big bedrooms up, game room &media room. Covered deck off gameroom offers amazing views for miles!  Lg. backyard w/covered patio & stone fireplace.  Great neighborhood & top rated schools!",3,"TRUE","TRUE","FALSE","TRUE",2005,550,"8",2019,1,"0",3,2,2,2,0,1,1,15246,4381,4.6,6,777,16,5,5,2,"3710"
"78749","6015 San Paublo Ct, Austin, TX 78749 is a single family home that contains 1,769 sq ft and was built in 1989. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $436,242. The Rent Zestimate for this home is $2,100/mo.",2,"FALSE","TRUE","FALSE","TRUE",1989,390,"5",2020,48,"0",4,2,1,0,0,0,0,6028,1769,1.5,8,1655,17,2,3,1,"11470"
"78721","Extra Large Lot could add Duplex possible near downtown and literail",0,"FALSE","FALSE","FALSE","TRUE",1940,270,"10",2019,8,"0",0,0,0,0,0,0,0,13939.2,2072,2,3.33333333333333,635,13,2,3,1,"8556"
"78754","Move in Ready w/ brand new carpet & luxury plank! Situated on cul-de-sac, home has great neighborhood location on 0.16 acre private lot*Fabulous open floorplan flows to covered patio &large yard*Upstairs living/game area & downstairs Great Room create maximum living spaces*Oversized master accommodates a desk or a lounge area to create a true suite*Dual vanities, large tub and huge closet too! Generously sized bedrooms w/ good closets. $14K HVAC in 2019*Harris Branch HOA-pool, playground, sports courts.",2,"TRUE","TRUE","FALSE","FALSE",2007,229.9,"4",2020,30,"0",5,2,1,1,0,0,0,6969,1856,3.06666666666667,4.33333333333333,1066,12,3,3,2,"9795"
"78739","Private gated street w/ front lawn maintenance! Home features include new carpet (Sept 15) hand scraped hardwood floors, all bedrooms on main floor and bonus game room w/full bath, closet&patio on2ndfloor! Gourmet kitchen w/ granite counter tops, breakfast bar, stainless appliances, &sunny breakfast area. Sprawling master bedroom w/vaulted ceiling, master bath w/double vanity, garden tub, walk-in shower&large closet. BACKYARD backs to GREENBELT w/direct gate access, limestone patio & large grassy area",0,"TRUE","FALSE","FALSE","FALSE",2005,419.9,"4",2019,1,"0",0,1,0,0,0,0,0,7840,2655,1.5,8.66666666666667,1664,18,3,4,2,"12119"
"78757","3009 Charlwood Dr, Austin, TX 78757 is a single family home that contains 1,393 sq ft and was built in 1962. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $463,786. The Rent Zestimate for this home is $2,100/mo.",2,"FALSE","TRUE","FALSE","FALSE",1962,385,"6",2018,1,"0",0,2,0,0,0,0,0,8276,1393,0.7,5.33333333333333,1236,13,2,3,2,"6897"
"78737","MLS# 5214406 - Built by Toll Brothers, Inc. - Ready Now! ~ Located in the top rated Dripping Springs ISD and just minutes from down town Austin, this home will amaze you. Tuscan exterior with a beautiful iron front door and wood garage doors. Stylish design with game room, study and formal dining. Elegant hardwood floors and upgraded quartz counter tops. Master with dual sinks and walk-in closet. Situated on large home site with a tiered treed backyard big enough for a future pool.",3,"TRUE","TRUE","FALSE","FALSE",2019,630.09,"4",2020,39,"0",2,2,2,1,0,0,0,15681.6,3309,2.7,7,1135,16,4,4,1,"3567"
"78754","Spacious four bedroom brick home on quiet street for sale. Zoned HVAC. Inviting kitchen with tile back splash, island and pantry. Large breakfast area. Formal dining room. Carpet and hard tile. 21ft X 21ft master bedroom. Marble vanity, garden tub and separate shower in master bathroom. Walk in closets. Faux blinds. Sprinkler system. Neighborhood pool and play park/playground.",2,"TRUE","TRUE","FALSE","FALSE",2005,259.9,"5",2018,39,"0",4,2,0,0,0,0,0,5967,2432,3.73333333333333,4.33333333333333,1066,12,3,4,2,"9675"
"78739","6915 Magenta Ln, Austin, TX 78739 is a single family home that contains 3,104 sq ft and was built in 2004. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $698,269. The Rent Zestimate for this home is $3,250/mo.",3,"TRUE","TRUE","FALSE","FALSE",2004,559.9,"7",2018,1,"0",4,2,0,0,0,0,0,9147,3104,1.8,8.66666666666667,1664,18,4,4,2,"11194"
"78741","MULTIPLE OFFERS - DUE 4/16 This beautiful home has been fully renovated. Features an amazing pool to entertain guests and family members. Located in the desirable East Travis Heights.",2,"FALSE","TRUE","FALSE","FALSE",1965,730,"6",2020,58,"0",3,2,3,1,0,1,0,9016,2510,0.733333333333333,4.33333333333333,916,14,2,3,2,"8386"
"78729","Amazing 3/2 home for your family on corner lot and massive backyard.   Forest North Estates is an excellent community and great schools.  Granite countertops kitchen that opens to breakfast area.  Your family will enjoy the fireplace front and center in the main living room with glass doors to the backyard.  Master bedroom has double vanity sinks with walk-in closet. Fresh paint both interior and exterior. This is an must see and will sell fast.",0,"FALSE","FALSE","FALSE","FALSE",1975,179.75,"10",2019,30,"0",5,2,0,0,0,0,0,13068,1424,2.1,6,1228,14,2,3,1,"12491"
"78726","12709 Cloud Mountain Xing, Austin, TX 78726 is a single family home that contains 3,055 sq ft and was built in 2000. It contains 4 bedrooms and 4 bathrooms. 
 
The Zestimate for this house is $509,687. The Rent Zestimate for this home is $2,750/mo.",2,"TRUE","TRUE","FALSE","FALSE",2000,519.5,"11",2020,67,"0",2,2,1,3,0,0,0,7666,3055,2.1,7,1277,16,4,4,2,"48"
"78745","6116 Whipple Way, Austin, TX 78745 is a single family home that contains 2,242 sq ft and was built in 2011. It contains 4 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $516,749. The Rent Zestimate for this home is $2,550/mo.",0,"TRUE","FALSE","FALSE","FALSE",2011,439,"12",2019,36,"0",5,1,2,4,0,1,0,9016,2242,0.9,4,840,13,3,4,2,"11436"
"78745","3 bdrm, 2 ba with approx 350 sq ft of covered/enclosed patio, garden room, with gas fireplace and it's own wall-mounted A/C. Hard tile throughout, breakfast bar, separate dining room.  Oversized, fenced yard boasts a large tree in front, a fruit tree in the back.  Attached garage with auto door opener. Owner just vacated home for it's final touches.  As you'll see, it's been painted inside and out, replaced windows.  Offers received during the holidays, will be looked at on Monday Jan 6th at 5pm.",0,"FALSE","FALSE","FALSE","FALSE",1971,314.995,"2",2020,11,"0",3,1,2,0,0,0,0,8015,1009,0.833333333333333,4,925,14,2,3,1,"9304"
"78749","Sprawling one story w/ open floor plan! Walking distance to BOWIE HS! Close proximity to shopping, dining &entertainment! Home features include hardwood floors (NO CARPET), lots of windows/natural light, multiple living areas&MORE! KITCHEN REMODEL-granite, sleek stainless steel appliances&tile backsplash. Spacious master bath with double vanities, garden tub, separate shower and walk in closet with custom shelving. PRIVATE BACKYARD, GREENBELT VIEW, expansive deck with fan, storage shed, large grassy area!",0,"TRUE","FALSE","FALSE","TRUE",1999,397,"7",2019,34,"0",3,1,2,0,0,0,0,7013,1979,1.23333333333333,6.66666666666667,1460,16,2,3,1,"11310"
"78745","6709 Clubway Ln, Austin, TX 78745 is a single family home that contains 1,356 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. 
 
The Zestimate for this house is $394,292. The Rent Zestimate for this home is $1,895/mo.",2,"FALSE","TRUE","FALSE","FALSE",1978,329.5,"9",2018,25,"0",7,2,0,0,0,0,0,8712,1356,0.8,4,925,14,2,3,2,"6093"
"78749","Village of Western Oaks spacious home with a beautifully landscaped yard. Drip irrigation, vegetable garden beds, and orange trees that produce pounds of oranges. Soothing pond with a waterfall feature and koi fish. Relax by the stone fire pit under the lights. Freshly painted exterior. Inside you will find a laundry room with a Â½ bath and dog bathing station. The kitchen has custom cabinetry, stone backsplash to the ceiling, and newer stainless appliances that all convey. Well thought out cabinetry in the great room make organization easy. Constructed pullouts under the stairs for shoe and cleaning supply storage. Every room has a walk in closet and the master has two! Cozy gas log fireplace in one of two living rooms. The garage has an extra vented stove, a second washer and dryer, tv, and surround sound with room for cars. All of the bathrooms have been updated. The full upgrade list is available upon request.",2,"FALSE","TRUE","FALSE","FALSE",1984,600,"10",2020,40,"0",3,2,2,1,0,0,0,11761.2,3026,3.5,6,1494,17,4,4,1,"11500"
"78757","Charming home on 1/4 acre gorgeous lot in Brentwood! 3 bed/2 bath with additional office/flex space or 4th bedroom potential. Home boasts a great lay-out w/kitchen that opens to dining/living, abundant light, built in bookcases & incredible yard with chicken coop to boot! Owner upgrades include tankless water heater, pantry, gutters and more. PRIME central location with easy access to restaurants, shops & parks. Pride in ownership shows, view this gem of a home!",1,"FALSE","TRUE","FALSE","FALSE",1955,279.9,"11",2019,21,"0",4,2,2,3,0,1,0,10890,1754,0.5,7,1189,16,2,3,1,"13394"
"78726","Motivated seller!!! BRAND NEW ROOF!!!  Excellent location on a large lot at the back of a cul-de-sac in The Parke w/ a short walk to the neighborhood pool, parks, & hiking trails. This beautiful & quiet community is surrounded by the Balcones Canyonlands Preserve & provides easy access onto RR620. Boasting a great kitchen open to the living room, 4 beds & a dedicated office. An excellent opportunity to make this one just the way you want it.",0,"TRUE","FALSE","FALSE","FALSE",1989,242.2,"1",2020,34,"0",3,2,1,0,0,1,0,13068,3165,1.93333333333333,7,1277,16,3,5,2,"298"
"78717","Large 1 story on a cul-de-sac with fun neighbors in Brushy Creek.  Gorgeous kitchen, plenty of space.  Great location, close to toll 183A and 45.  Optional 5th bedroom is built as a gameroom.  Hard tile and wood throughout, large rooms, great schools, storage shed.  Attic has been floored for plenty of storage.",0,"TRUE","FALSE","FALSE","FALSE",1997,439,"7",2018,40,"0",4,2,0,0,0,0,0,15681.6,3355,1.53333333333333,7.66666666666667,1785,16,3,5,1,"7267"
"78702","This Adorable East Austin cottage leaves nothing to be desired. With 3 large bedrooms, 2 large baths, a spacious open floor plan and plenty of upgrades, this well-located home is a great buy. Built in 1962 but recently renovated, you will find beautiful upgraded flooring, new cabinetry and stainless appliances. And just off of 12th Street, a mere 5 minutes to downtown Austin, this little cottage is all about location, location, location. In addition to the fabulous location and finishes, this home has what virtually no other homes in the area can offer - a perfectly private and shaded backyard overlooking a gorgeous city-maintained canyonland.",0,"FALSE","FALSE","FALSE","TRUE",1962,349.9,"2",2018,22,"0",6,1,0,0,0,0,0,7000,1400,1.03333333333333,5.33333333333333,679,14,2,3,1,"8680"
"78735","Stunning Hill Country home on .8 acre cul de sac in beautiful gated Calera - Barton Creek. Immaculate attention to detail with custom finishes throughout. Gourmet kitchen, walnut hardwood floors, custom closets, saltwater pool and spa.",0,"TRUE","FALSE","FALSE","FALSE",2007,1500,"3",2018,40,"0",3,1,0,0,0,0,0,35283.6,5578,5.13333333333333,5.66666666666667,1332,16,8,5,2,"4569"
"78703","Quaint curb appeal and graceful charm on a tree lined street just off Windsor Boulevard.  This beauty turned over a new leaf in the 80's when it was taken down to the studs and re-wired and plumbed.  A master suite booming with room was also added to bring it to the present 1,508 square feet.  Rest easy - the roof shingles were also replaced in 2004!  Modernized kitchen boasts granite countertops, top notch appliances, new spacious cabinets, & hardware!  Roomy secondary bedrooms share an updated bathroom with Jacuzzi style tub.  

From your 2 story deck you will be able to enjoy peaceful evenings overlooking your spacious and lush backyard that is well shaded by the developed trees.  The precious playhouse in the backyard could also be used as a storage building.  Two car garage with plenty of room to tinker sits below the deck and house itself.   A Fantastic Find!!!
",2,"FALSE","TRUE","FALSE","FALSE",1950,745,"4",2018,15,"0",3,2,0,0,0,0,0,8015,1508,0.933333333333333,7,1298,16,2,3,2,"12927"
"78748","Beautiful home situated directly across the street from the park and only a few blocks away from the community pool. New interior & exterior paint. New wood floors in the living room and office/flex room. New carpet in all bedrooms upstairs. Stainless steel kitchen appliances. 3 Full bathrooms. Hoping to go active in the MLS mid-week the 21st.",0,"TRUE","FALSE","FALSE","FALSE",2004,285,"7",2018,32,"0",6,1,0,0,0,0,0,5880,1909,1.76666666666667,5.66666666666667,1595,17,3,4,2,"6456"
"78754","6916 Celtic Ct, Austin, TX 78754 is a single family home that contains 2,490 sq ft and was built in 2001. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $310,619. The Rent Zestimate for this home is $1,950/mo.",0,"TRUE","FALSE","FALSE","FALSE",2001,260,"5",2018,35,"0",0,1,0,0,0,0,0,9539,2490,2.03333333333333,5,1049,11,3,3,1,"3599"
"78703","This truly one-of-a-kind .59 acre Pemberton Heights LOT offers so many possibilities for its next owner and/or investor. The existing 1960s cottage has an open floor plan, fireplace and hardwoods throughout. Plans and renderings procured by seller convey. Photos feature a concept for a new build that includes a spacious main house along with a private sport court & guest house overlooking Shoal Creek as well as separate plan with pool next to the home. Arch and builder contacts available upon request.",4,"FALSE","TRUE","TRUE","TRUE",1960,1389,"1",2021,68,"0",2,3,3,0,0,0,0,25700.4,1725,1.33333333333333,7,1298,16,2,3,1,"8193"
"78737","Belterra living can be yours this fall!  This one features a gourmet style kitchen with spacious center island, 36"" gas cooktop, Silestone counters, and stainless steel appliances.  Enjoy the warmth wood floors bring in the entry, family room, kitchen, and casual dining.  Recessed soaking tub, spacious walk-in closet, and ""his/hers"" vanities at Owner's Suite.   Jack-n-jill baths and walk-in closets at secondary bedrooms.  Sprinkler system to help ease lawn maintenance.  Come see all this offers today!",2,"TRUE","TRUE","FALSE","FALSE",2018,439.99,"2",2019,32,"0",3,2,0,0,0,0,0,8276,2424,4.35,6,777,16,3,3,1,"3631"
"78748","Great backyard privacy...Backs to Greenbelt. Perfect Austin location. Home is better than new...New wood-look tile flooring through out and new designer paint. The architectual details make this home different from many of the others in the neighborhood. Open floor plan that is wired for surround sound and has beautiful granite countertops in kitchen. Master bathroom en suite features double sinks, a soaker tub and a separate tiled shower. Easy show.",0,"TRUE","FALSE","FALSE","FALSE",2007,275,"5",2019,25,"0",4,1,0,0,0,0,0,5662,1293,1.66666666666667,3.66666666666667,1458,15,2,3,1,"6279"
"78731","Fantastic single story home in desirable NW hills that has been extremely well maintained and is ready for your personal touch! Large lot and great backyard with privacy and huge trees.  Tons of windows line the home and bring in an abundance of natural light throughout.  Fantastic floor plan and lots of options for updating and remodeling.",2,"FALSE","TRUE","FALSE","FALSE",1967,700,"2",2020,31,"0",4,2,1,0,0,0,0,10031,2281,0.7,7,1483,16,2,4,1,"2501"
"78748","Don't miss the amazing drone/interior video on the virtual tour link of this beautiful, nearly new home that features a massive, open plan kitchen/ dining/ living room with Knotty Alder cabinets, butler's pantry, copper and travertine backsplash, under cabinet lighting, granite counters, stainless appliances, handscraped wood floors in entry, jetted tub plus large shower, huge gameroom upstairs with Juliet balcony overlooking family room, fireplace, 3 car garage and too many details to list here!",3,"TRUE","TRUE","FALSE","FALSE",2012,425,"3",2018,47,"0",2,2,0,0,0,0,0,5749,3195,1.5,7.33333333333333,1633,17,4,4,2,"6530"
"78731","6100 Marquesa Dr, Austin, TX 78731 is a single family home that contains 2,463 sq ft and was built in 1983. It contains 3 bedrooms and 3 bathrooms. 
 
The Zestimate for this house is $782,705. The Rent Zestimate for this home is $3,195/mo.",2,"FALSE","TRUE","FALSE","FALSE",1983,675,"10",2018,1,"0",6,2,0,0,0,0,0,13068,2463,1.8,7,1177,16,3,3,2,"13003"
"78744","At last! The perfect home in the highly desirable Addison neighborhood.    Built in 2015, this stylish contemporary home features a spacious, open floor plan, dramatic high ceilings and abundant natural light that will make you feel right at home the minute you walk in. The master bedroom is on the main floor with a well-appointed en-suite master bath and spacious walk-in closet.  Upstairs are two additional bedrooms and an open loft space perfect for your home office or game room.  Whether whipping up a gourmet meal or ordering take out, the white quartz counters and stainless appliances make this standout kitchen a place where you and your guests will want to hang out. At the end of your day, you'll want to sit back under the pergola with your favorite refreshment and enjoy the extended patio and large yard.  Large neighborhood pool, playground & nearby walking trails. It is conveniently located minutes from downtown, the airport, East Riverside and McKinney Falls State Park.",2,"TRUE","TRUE","FALSE","FALSE",2015,305,"6",2019,20,"0",5,2,0,1,0,1,0,5445,1982,2.93333333333333,3.66666666666667,1532,12,3,3,2,"175"
"78745","Well maintained, eco-friendly home. Raised garden beds in front yard; metal roof; 17 SEER AC; solar panels. Screened-in back porch off kitchen opens to large deck made of eco-composite Calideck.  Updated kitchen with farm sink & quartz counters.  Large master includes updated bath with designer tile, soaker tub and double vanity. Finished workshop space in garage with ac & industrial electric fan. Two blocks to Longview Park and Stevenson Nature Preserve.",2,"FALSE","TRUE","FALSE","FALSE",1981,395,"2",2020,25,"0",2,2,4,2,0,1,0,6969,1669,1.2,4.66666666666667,887,14,3,3,2,"5539"
"78744","Great location, South east Austin off Slaughter in Onion Creek...Single story home,  very spacious, open space, new kitchen appliances, fresh paint throughout home, tile floors in kitchen and bathrooms, attached double garage with nice padded flooring., A/C unit 2 years old, backyard has a nice storage 
*Realtor commission* 512-554-1051",2,"TRUE","TRUE","FALSE","TRUE",2005,250,"12",2019,30,"0",4,2,0,0,0,0,0,5183,1574,2.5,5.33333333333333,1057,14,2,3,1,"1646"
"78737","Hard to find single story in great neighborhood. Warm wood floors, furniture-like kitchen cabinets plus granite island & counter tops. Big & open living spaces at heart of the home.  Lots of natural light.  Work from home in your own sunlit office (+ 3 bedrooms & 2 baths).  Private backyard can be enjoyed from covered patio overlooking wooded area. 3 car tandem garage.  Amazing Amenities: pool, playgrounds, parks , trails & activity center.  Highly acclaimed Dripping Springs school district.",0,"TRUE","FALSE","FALSE","TRUE",2009,359.9,"6",2019,29,"0",7,1,0,1,0,1,1,7927,2033,2.4,8,743,15,2,4,1,"3901"
