"X","name","ethnicity","call","city","quality"
1269,"Meredith","white","no","boston","high"
1270,"Neil","white","no","boston","low"
1271,"Rasheed","black","no","boston","high"
1272,"Todd","white","no","boston","low"
1273,"Todd","white","no","boston","high"
1274,"Tremayne","black","no","boston","low"
1275,"Tyrone","black","no","boston","high"
1276,"Tyrone","black","no","boston","high"
1277,"Emily","white","no","boston","low"
1278,"Lakisha","black","no","boston","high"
1279,"Sarah","white","call","boston","high"
1280,"Tanisha","black","no","boston","low"
1281,"Allison","white","no","boston","low"
1282,"Kenya","black","no","boston","high"
1283,"Latonya","black","no","boston","low"
1284,"Meredith","white","call","boston","high"
1285,"Anne","white","no","boston","low"
1286,"Ebony","black","no","boston","low"
1287,"Emily","white","no","boston","high"
1288,"Tamika","black","no","boston","high"
1289,"Anne","white","no","boston","high"
1290,"Kenya","black","no","boston","low"
1291,"Latonya","black","no","boston","high"
1292,"Sarah","white","no","boston","low"
1293,"Ebony","black","no","boston","high"
1294,"Kristen","white","no","boston","high"
1295,"Laurie","white","no","boston","low"
1296,"Tamika","black","no","boston","low"
1297,"Allison","white","no","boston","low"
1298,"Jill","white","no","boston","high"
1299,"Kenya","black","no","boston","low"
1300,"Lakisha","black","no","boston","high"
1301,"Anne","white","call","boston","high"
1302,"Emily","white","no","boston","low"
1303,"Kenya","black","no","boston","high"
1304,"Latoya","black","no","boston","low"
1305,"Ebony","black","no","boston","high"
1306,"Emily","white","no","boston","high"
1307,"Jill","white","no","boston","low"
1308,"Tamika","black","no","boston","low"
1309,"Allison","white","call","boston","low"
1310,"Hakim","black","call","boston","high"
1311,"Jamal","black","call","boston","low"
1312,"Jay","white","call","boston","high"
1313,"Anne","white","no","chicago","high"
1314,"Emily","white","no","chicago","low"
1315,"Lakisha","black","no","chicago","low"
1316,"Latonya","black","no","chicago","high"
1317,"Anne","white","no","chicago","high"
1318,"Ebony","black","no","chicago","low"
1319,"Sarah","white","no","chicago","low"
1320,"Tanisha","black","no","chicago","high"
1321,"Laurie","white","no","chicago","low"
1322,"Tamika","black","no","chicago","low"
1323,"Emily","white","no","chicago","low"
1324,"Keisha","black","no","chicago","low"
1325,"Latoya","black","no","chicago","high"
1326,"Meredith","white","no","chicago","high"
1327,"Kristen","white","no","chicago","high"
1328,"Latoya","black","no","chicago","high"
1329,"Meredith","white","no","chicago","low"
1330,"Tanisha","black","no","chicago","low"
1331,"Anne","white","call","chicago","high"
1332,"Kenya","black","call","chicago","high"
1333,"Sarah","white","call","chicago","low"
1334,"Tanisha","black","call","chicago","low"
1335,"Carrie","white","no","chicago","low"
1336,"Emily","white","no","chicago","high"
1337,"Keisha","black","no","chicago","low"
1338,"Kenya","black","no","chicago","high"
1339,"Anne","white","no","chicago","low"
1340,"Emily","white","no","chicago","high"
1341,"Keisha","black","no","chicago","low"
1342,"Tanisha","black","no","chicago","high"
1343,"Emily","white","no","chicago","low"
1344,"Kenya","black","no","chicago","low"
1345,"Latonya","black","no","chicago","high"
1346,"Sarah","white","no","chicago","high"
1347,"Emily","white","no","chicago","high"
1348,"Latonya","black","no","chicago","high"
1349,"Latoya","black","no","chicago","low"
1350,"Sarah","white","no","chicago","low"
1351,"Emily","white","no","chicago","low"
1352,"Jill","white","no","chicago","high"
1353,"Lakisha","black","no","chicago","low"
1354,"Latonya","black","no","chicago","high"
1355,"Anne","white","no","chicago","high"
1356,"Ebony","black","no","chicago","high"
1357,"Latoya","black","no","chicago","low"
1358,"Meredith","white","no","chicago","low"
1359,"Allison","white","no","chicago","low"
1360,"Ebony","black","no","chicago","high"
1361,"Emily","white","no","chicago","high"
1362,"Latoya","black","no","chicago","low"
1363,"Anne","white","no","chicago","low"
1364,"Emily","white","no","chicago","high"
1365,"Keisha","black","no","chicago","low"
1366,"Tamika","black","no","chicago","high"
1367,"Jill","white","no","chicago","low"
1368,"Lakisha","black","no","chicago","high"
1369,"Sarah","white","no","chicago","high"
1370,"Tamika","black","no","chicago","low"
1371,"Carrie","white","call","chicago","low"
1372,"Lakisha","black","no","chicago","low"
1373,"Laurie","white","no","chicago","high"
1374,"Tanisha","black","no","chicago","high"
1375,"Aisha","black","no","boston","low"
1376,"Aisha","black","no","boston","low"
1377,"Aisha","black","no","boston","high"
1378,"Anne","white","no","boston","high"
1379,"Brad","white","no","boston","low"
1380,"Brad","white","no","boston","high"
1381,"Carrie","white","no","boston","low"
1382,"Carrie","white","no","boston","high"
1383,"Emily","white","no","boston","high"
1384,"Geoffrey","white","no","boston","high"
1385,"Hakim","black","no","boston","high"
1386,"Jay","white","no","boston","high"
1387,"Jermaine","black","no","boston","low"
1388,"Keisha","black","no","boston","high"
1389,"Kenya","black","no","boston","low"
1390,"Kristen","white","no","boston","low"
1391,"Kristen","white","no","boston","low"
1392,"Kristen","white","no","boston","low"
1393,"Lakisha","black","no","boston","low"
1394,"Lakisha","black","no","boston","high"
1395,"Latonya","black","no","boston","low"
1396,"Latoya","black","no","boston","high"
1397,"Leroy","black","no","boston","high"
1398,"Matthew","white","no","boston","low"
1399,"Matthew","white","no","boston","high"
1400,"Neil","white","no","boston","high"
1401,"Rasheed","black","no","boston","low"
1402,"Sarah","white","no","boston","low"
1403,"Todd","white","no","boston","low"
1404,"Tremayne","black","no","boston","low"
1405,"Tremayne","black","no","boston","high"
1406,"Tyrone","black","no","boston","high"
1407,"Latoya","black","call","boston","high"
1408,"Meredith","white","call","boston","low"
1409,"Sarah","white","call","boston","high"
1410,"Tanisha","black","call","boston","low"
1411,"Jill","white","call","boston","high"
1412,"Kristen","white","no","boston","low"
1413,"Tamika","black","no","boston","low"
1414,"Tanisha","black","no","boston","high"
1415,"Anne","white","no","boston","high"
1416,"Ebony","black","no","boston","high"
1417,"Lakisha","black","no","boston","low"
1418,"Laurie","white","no","boston","low"
1419,"Allison","white","no","boston","high"
1420,"Emily","white","no","boston","low"
1421,"Kenya","black","no","boston","low"
1422,"Tamika","black","no","boston","high"
1423,"Latonya","black","no","boston","low"
1424,"Laurie","white","no","boston","low"
1425,"Meredith","white","no","boston","high"
1426,"Tamika","black","no","boston","high"
1427,"Kristen","white","no","boston","low"
1428,"Latonya","black","no","boston","low"
1429,"Sarah","white","no","boston","high"
1430,"Tanisha","black","no","boston","high"
1431,"Allison","white","call","boston","low"
1432,"Anne","white","no","boston","high"
1433,"Lakisha","black","no","boston","high"
1434,"Tamika","black","no","boston","low"
1435,"Anne","white","call","boston","low"
1436,"Emily","white","call","boston","high"
1437,"Lakisha","black","no","boston","low"
1438,"Latoya","black","no","boston","high"
1439,"Carrie","white","no","boston","low"
1440,"Ebony","black","no","boston","high"
1441,"Laurie","white","no","boston","high"
1442,"Tanisha","black","no","boston","low"
1443,"Carrie","white","call","boston","high"
1444,"Ebony","black","no","boston","low"
1445,"Kristen","white","call","boston","low"
1446,"Tanisha","black","no","boston","high"
1447,"Jill","white","call","boston","low"
1448,"Lakisha","black","call","boston","low"
1449,"Aisha","black","no","chicago","low"
1450,"Anne","white","no","chicago","high"
1451,"Jill","white","no","chicago","low"
1452,"Tamika","black","no","chicago","high"
1453,"Aisha","black","no","chicago","low"
1454,"Allison","white","no","chicago","low"
1455,"Carrie","white","no","chicago","high"
1456,"Latoya","black","no","chicago","high"
1457,"Anne","white","no","chicago","high"
1458,"Emily","white","no","chicago","low"
1459,"Latoya","black","no","chicago","low"
1460,"Tamika","black","no","chicago","high"
1461,"Anne","white","no","chicago","low"
1462,"Emily","white","no","chicago","high"
1463,"Kenya","black","no","chicago","low"
1464,"Latoya","black","no","chicago","high"
1465,"Carrie","white","no","chicago","high"
1466,"Emily","white","no","chicago","low"
1467,"Keisha","black","no","chicago","low"
1468,"Tamika","black","no","chicago","high"
1469,"Anne","white","no","chicago","high"
1470,"Lakisha","black","no","chicago","low"
1471,"Latonya","black","no","chicago","high"
1472,"Meredith","white","no","chicago","low"
1473,"Anne","white","no","chicago","high"
1474,"Kenya","black","no","chicago","low"
1475,"Kristen","white","no","chicago","low"
1476,"Latoya","black","no","chicago","high"
1477,"Kristen","white","no","chicago","low"
1478,"Latoya","black","no","chicago","low"
1479,"Aisha","black","no","chicago","low"
1480,"Jill","white","no","chicago","low"
1481,"Kristen","white","no","chicago","high"
1482,"Lakisha","black","no","chicago","high"
1483,"Anne","white","no","chicago","low"
1484,"Kenya","black","no","chicago","high"
1485,"Kristen","white","no","chicago","high"
1486,"Tamika","black","no","chicago","low"
1487,"Allison","white","no","chicago","high"
1488,"Keisha","black","no","chicago","high"
1489,"Kenya","black","no","chicago","low"
1490,"Sarah","white","no","chicago","low"
1491,"Brendan","white","no","chicago","low"
1492,"Brett","white","no","chicago","high"
1493,"Jermaine","black","no","chicago","low"
1494,"Tyrone","black","no","chicago","high"
1495,"Jill","white","call","chicago","high"
1496,"Kenya","black","no","chicago","low"
1497,"Latoya","black","no","chicago","high"
1498,"Laurie","white","call","chicago","low"
1499,"Keisha","black","no","chicago","high"
1500,"Lakisha","black","no","chicago","low"
1501,"Laurie","white","no","chicago","high"
1502,"Sarah","white","no","chicago","low"
1503,"Emily","white","no","chicago","low"
1504,"Kenya","black","no","chicago","low"
1505,"Kenya","black","no","chicago","high"
1506,"Lakisha","black","no","chicago","low"
1507,"Laurie","white","no","chicago","high"
1508,"Sarah","white","no","chicago","low"
1509,"Anne","white","no","chicago","low"
1510,"Lakisha","black","no","chicago","high"
1511,"Latonya","black","no","chicago","low"
1512,"Meredith","white","no","chicago","high"
1513,"Ebony","black","no","chicago","high"
1514,"Kristen","white","no","chicago","high"
1515,"Latonya","black","no","chicago","low"
1516,"Meredith","white","no","chicago","low"
1517,"Aisha","black","no","boston","low"
1518,"Aisha","black","no","boston","low"
1519,"Aisha","black","no","boston","high"
1520,"Brad","white","call","boston","low"
1521,"Brad","white","no","boston","high"
1522,"Brendan","white","no","boston","low"
1523,"Brendan","white","no","boston","low"
1524,"Brett","white","call","boston","high"
1525,"Carrie","white","no","boston","high"
1526,"Hakim","black","no","boston","high"
1527,"Jay","white","no","boston","high"
1528,"Kareem","black","no","boston","low"
1529,"Kenya","black","call","boston","low"
1530,"Kristen","white","no","boston","low"
1531,"Lakisha","black","no","boston","low"
1532,"Lakisha","black","no","boston","high"
1533,"Latonya","black","call","boston","high"
1534,"Leroy","black","no","boston","low"
1535,"Leroy","black","no","boston","high"
1536,"Matthew","white","no","boston","low"
1537,"Matthew","white","no","boston","high"
1538,"Neil","white","no","boston","low"
1539,"Neil","white","no","boston","high"
1540,"Neil","white","no","boston","high"
1541,"Sarah","white","no","boston","low"
1542,"Tremayne","black","no","boston","high"
1543,"Tyrone","black","no","boston","low"
1544,"Tyrone","black","no","boston","high"
1545,"Anne","white","no","boston","low"
1546,"Lakisha","black","no","boston","high"
1547,"Latoya","black","no","boston","low"
1548,"Sarah","white","call","boston","high"
1549,"Aisha","black","no","boston","high"
1550,"Anne","white","no","boston","high"
1551,"Sarah","white","no","boston","low"
1552,"Tanisha","black","no","boston","low"
1553,"Carrie","white","no","boston","high"
1554,"Ebony","black","no","boston","high"
1555,"Kenya","black","no","boston","low"
1556,"Kristen","white","no","boston","low"
1557,"Aisha","black","no","boston","low"
1558,"Allison","white","no","boston","low"
1559,"Ebony","black","call","boston","high"
1560,"Jill","white","no","boston","high"
1561,"Allison","white","no","boston","low"
1562,"Emily","white","call","boston","high"
1563,"Latoya","black","no","boston","low"
1564,"Tamika","black","call","boston","high"
1565,"Aisha","black","no","boston","low"
1566,"Carrie","white","call","boston","low"
1567,"Jill","white","call","boston","high"
1568,"Latonya","black","no","boston","high"
1569,"Kenya","black","no","boston","low"
1570,"Kristen","white","no","boston","low"
1571,"Latoya","black","no","boston","high"
1572,"Sarah","white","no","boston","high"
1573,"Emily","white","no","boston","low"
1574,"Jill","white","call","boston","high"
1575,"Kenya","black","no","boston","low"
1576,"Latoya","black","no","boston","high"
1577,"Emily","white","call","boston","low"
1578,"Kenya","black","no","boston","low"
1579,"Lakisha","black","no","boston","high"
1580,"Sarah","white","no","boston","high"
1581,"Brad","white","call","boston","high"
1582,"Hakim","black","call","boston","low"
1583,"Todd","white","call","boston","low"
1584,"Tremayne","black","call","boston","high"
1585,"Anne","white","no","chicago","low"
1586,"Kenya","black","no","chicago","high"
1587,"Kristen","white","no","chicago","high"
1588,"Latonya","black","no","chicago","low"
1589,"Allison","white","no","chicago","high"
1590,"Keisha","black","call","chicago","high"
1591,"Kristen","white","no","chicago","low"
1592,"Tamika","black","no","chicago","low"
1593,"Jill","white","no","chicago","high"
1594,"Kristen","white","no","chicago","low"
1595,"Latoya","black","no","chicago","high"
1596,"Tamika","black","no","chicago","low"
1597,"Allison","white","no","chicago","low"
1598,"Latonya","black","no","chicago","low"
1599,"Meredith","white","no","chicago","high"
1600,"Tamika","black","no","chicago","high"
1601,"Aisha","black","no","chicago","high"
1602,"Emily","white","no","chicago","high"
1603,"Laurie","white","no","chicago","low"
1604,"Tanisha","black","no","chicago","low"
1605,"Jill","white","no","chicago","low"
1606,"Kenya","black","no","chicago","high"
1607,"Latonya","black","no","chicago","low"
1608,"Meredith","white","no","chicago","high"
1609,"Carrie","white","no","chicago","low"
1610,"Ebony","black","no","chicago","high"
1611,"Latonya","black","no","chicago","low"
1612,"Sarah","white","no","chicago","high"
1613,"Kristen","white","no","chicago","low"
1614,"Latoya","black","no","chicago","low"
1615,"Laurie","white","no","chicago","high"
1616,"Tamika","black","no","chicago","high"
1617,"Kenya","black","no","chicago","low"
1618,"Kristen","white","no","chicago","high"
1619,"Laurie","white","no","chicago","low"
1620,"Tamika","black","no","chicago","high"
1621,"Anne","white","no","chicago","high"
1622,"Ebony","black","no","chicago","high"
1623,"Jill","white","no","chicago","low"
1624,"Latonya","black","no","chicago","low"
1625,"Anne","white","no","chicago","low"
1626,"Kenya","black","no","chicago","low"
1627,"Latonya","black","no","chicago","high"
1628,"Meredith","white","no","chicago","high"
1629,"Anne","white","no","chicago","low"
1630,"Keisha","black","no","chicago","high"
1631,"Kristen","white","no","chicago","high"
1632,"Latonya","black","no","chicago","low"
1633,"Carrie","white","no","chicago","low"
1634,"Ebony","black","no","chicago","low"
1635,"Emily","white","no","chicago","high"
1636,"Tamika","black","no","chicago","high"
1637,"Brett","white","no","chicago","low"
1638,"Neil","white","no","chicago","high"
1639,"Rasheed","black","no","chicago","high"
1640,"Tyrone","black","no","chicago","low"
1641,"Brendan","white","no","chicago","low"
1642,"Jamal","black","no","chicago","low"
1643,"Aisha","black","no","chicago","low"
1644,"Allison","white","no","chicago","high"
1645,"Carrie","white","no","chicago","low"
1646,"Latoya","black","no","chicago","high"
1647,"Aisha","black","no","chicago","low"
1648,"Allison","white","no","chicago","low"
1649,"Jill","white","no","chicago","high"
1650,"Tamika","black","no","chicago","high"
1651,"Jill","white","no","chicago","high"
1652,"Keisha","black","no","chicago","high"
1653,"Kristen","white","no","chicago","low"
1654,"Tamika","black","no","chicago","low"
1655,"Allison","white","no","boston","high"
1656,"Anne","white","no","boston","low"
1657,"Brad","white","no","boston","high"
1658,"Brett","white","no","boston","high"
1659,"Ebony","black","no","boston","low"
1660,"Emily","white","no","boston","high"
1661,"Geoffrey","white","no","boston","low"
1662,"Geoffrey","white","no","boston","low"
1663,"Jay","white","no","boston","low"
1664,"Kareem","black","no","boston","low"
1665,"Kareem","black","no","boston","high"
1666,"Keisha","black","no","boston","low"
1667,"Keisha","black","no","boston","high"
1668,"Kenya","black","no","boston","low"
1669,"Kenya","black","no","boston","high"
1670,"Kristen","white","no","boston","low"
1671,"Laurie","white","no","boston","high"
1672,"Laurie","white","no","boston","high"
1673,"Leroy","black","no","boston","low"
1674,"Leroy","black","no","boston","low"
1675,"Leroy","black","no","boston","high"
1676,"Matthew","white","no","boston","high"
1677,"Meredith","white","no","boston","low"
1678,"Rasheed","black","no","boston","low"
1679,"Sarah","white","no","boston","low"
1680,"Tanisha","black","no","boston","high"
1681,"Tyrone","black","no","boston","high"
1682,"Tyrone","black","no","boston","high"
1683,"Carrie","white","no","boston","low"
1684,"Laurie","white","no","boston","high"
1685,"Tamika","black","no","boston","high"
1686,"Tanisha","black","no","boston","low"
1687,"Allison","white","call","boston","low"
1688,"Ebony","black","no","boston","high"
1689,"Emily","white","no","boston","high"
1690,"Latoya","black","no","boston","low"
1691,"Allison","white","no","boston","high"
1692,"Emily","white","no","boston","low"
1693,"Kenya","black","no","boston","low"
1694,"Lakisha","black","no","boston","high"
1695,"Carrie","white","call","boston","high"
1696,"Latoya","black","call","boston","high"
1697,"Sarah","white","call","boston","low"
1698,"Tamika","black","no","boston","low"
1699,"Aisha","black","no","boston","low"
1700,"Anne","white","no","boston","low"
1701,"Jill","white","no","boston","high"
1702,"Latoya","black","call","boston","high"
1703,"Ebony","black","no","boston","low"
1704,"Emily","white","no","boston","high"
1705,"Kristen","white","no","boston","low"
1706,"Lakisha","black","no","boston","high"
1707,"Anne","white","no","boston","low"
1708,"Lakisha","black","no","boston","low"
1709,"Sarah","white","no","boston","high"
1710,"Tanisha","black","no","boston","high"
1711,"Ebony","black","no","boston","low"
1712,"Jill","white","call","boston","high"
1713,"Kristen","white","call","boston","low"
1714,"Tanisha","black","no","boston","high"
1715,"Carrie","white","no","boston","high"
1716,"Jill","white","call","boston","low"
1717,"Keisha","black","no","boston","low"
1718,"Lakisha","black","call","boston","high"
1719,"Geoffrey","white","no","boston","high"
1720,"Kenya","black","no","boston","high"
1721,"Laurie","white","no","boston","low"
1722,"Tamika","black","no","boston","low"
1723,"Emily","white","no","chicago","high"
1724,"Latonya","black","no","chicago","low"
1725,"Laurie","white","no","chicago","low"
1726,"Tamika","black","no","chicago","high"
1727,"Allison","white","no","chicago","high"
1728,"Lakisha","black","no","chicago","low"
1729,"Lakisha","black","no","chicago","high"
1730,"Meredith","white","no","chicago","high"
1731,"Sarah","white","no","chicago","low"
1732,"Tanisha","black","no","chicago","high"
1733,"Allison","white","no","chicago","low"
1734,"Anne","white","no","chicago","high"
1735,"Ebony","black","no","chicago","low"
1736,"Latoya","black","no","chicago","high"
1737,"Aisha","black","no","chicago","high"
1738,"Anne","white","call","chicago","high"
1739,"Jill","white","no","chicago","low"
1740,"Tanisha","black","no","chicago","low"
1741,"Brendan","white","call","chicago","high"
1742,"Keisha","black","no","chicago","high"
1743,"Kenya","black","no","chicago","low"
1744,"Sarah","white","call","chicago","low"
1745,"Todd","white","no","chicago","low"
1746,"Tyrone","black","no","chicago","low"
1747,"Emily","white","no","chicago","high"
1748,"Latonya","black","no","chicago","high"
1749,"Jill","white","no","chicago","low"
1750,"Kenya","black","no","chicago","low"
1751,"Sarah","white","no","chicago","high"
1752,"Tanisha","black","no","chicago","high"
1753,"Jill","white","no","chicago","high"
1754,"Lakisha","black","no","chicago","low"
1755,"Latoya","black","no","chicago","high"
1756,"Neil","white","no","chicago","low"
1757,"Keisha","black","no","chicago","low"
1758,"Laurie","white","no","chicago","low"
1759,"Allison","white","no","chicago","low"
1760,"Ebony","black","no","chicago","low"
1761,"Emily","white","no","chicago","high"
1762,"Latonya","black","no","chicago","high"
1763,"Allison","white","no","chicago","low"
1764,"Jill","white","no","chicago","low"
1765,"Keisha","black","no","chicago","high"
1766,"Kristen","white","no","chicago","high"
1767,"Latoya","black","no","chicago","low"
1768,"Rasheed","black","no","chicago","low"
1769,"Aisha","black","no","chicago","low"
1770,"Allison","white","no","chicago","low"
1771,"Latoya","black","no","chicago","high"
1772,"Sarah","white","no","chicago","high"
1773,"Brendan","white","no","chicago","low"
1774,"Emily","white","no","chicago","low"
1775,"Keisha","black","no","chicago","low"
1776,"Kenya","black","no","chicago","high"
1777,"Lakisha","black","no","chicago","low"
1778,"Sarah","white","no","chicago","high"
1779,"Aisha","black","no","chicago","low"
1780,"Aisha","black","no","chicago","high"
1781,"Anne","white","no","chicago","high"
1782,"Carrie","white","no","chicago","low"
1783,"Emily","white","no","chicago","low"
1784,"Kenya","black","no","chicago","low"
1785,"Kenya","black","no","chicago","high"
1786,"Kristen","white","no","chicago","high"
1787,"Meredith","white","no","chicago","low"
1788,"Tanisha","black","no","chicago","low"
1789,"Allison","white","no","chicago","low"
1790,"Emily","white","no","chicago","high"
1791,"Kenya","black","no","chicago","high"
1792,"Tamika","black","no","chicago","low"
1793,"Brett","white","no","chicago","high"
1794,"Hakim","black","no","chicago","low"
1795,"Jill","white","no","chicago","low"
1796,"Jill","white","no","chicago","low"
1797,"Matthew","white","no","chicago","high"
1798,"Tamika","black","no","chicago","high"
1799,"Tanisha","black","no","chicago","high"
1800,"Tyrone","black","no","chicago","low"
1801,"Jill","white","no","chicago","high"
1802,"Tamika","black","no","chicago","high"
1803,"Anne","white","no","chicago","low"
1804,"Latonya","black","no","chicago","low"
1805,"Latoya","black","no","chicago","high"
1806,"Sarah","white","no","chicago","high"
1807,"Allison","white","no","chicago","low"
1808,"Ebony","black","no","chicago","low"
1809,"Emily","white","no","chicago","high"
1810,"Jill","white","no","chicago","high"
1811,"Kenya","black","no","chicago","high"
1812,"Laurie","white","no","chicago","low"
1813,"Tamika","black","no","chicago","low"
1814,"Tanisha","black","no","chicago","high"
1815,"Emily","white","call","chicago","high"
1816,"Kenya","black","call","chicago","high"
1817,"Lakisha","black","no","chicago","low"
1818,"Todd","white","no","chicago","low"
1819,"Aisha","black","no","chicago","high"
1820,"Jill","white","no","chicago","high"
1821,"Lakisha","black","no","chicago","low"
1822,"Matthew","white","no","chicago","low"
1823,"Lakisha","black","no","chicago","low"
1824,"Matthew","white","no","chicago","low"
1825,"Brad","white","no","chicago","low"
1826,"Tamika","black","no","chicago","low"
1827,"Anne","white","no","chicago","low"
1828,"Keisha","black","no","chicago","low"
1829,"Kristen","white","no","chicago","high"
1830,"Lakisha","black","no","chicago","high"
1831,"Allison","white","no","chicago","high"
1832,"Emily","white","no","chicago","high"
1833,"Sarah","white","no","chicago","low"
1834,"Tamika","black","no","chicago","high"
1835,"Tamika","black","no","chicago","high"
1836,"Tanisha","black","no","chicago","low"
1837,"Geoffrey","white","no","chicago","high"
1838,"Jill","white","no","chicago","high"
1839,"Keisha","black","no","chicago","low"
1840,"Kristen","white","no","chicago","low"
1841,"Tamika","black","no","chicago","high"
1842,"Tanisha","black","no","chicago","high"
1843,"Allison","white","no","chicago","low"
1844,"Anne","white","no","chicago","low"
1845,"Keisha","black","no","chicago","high"
1846,"Kristen","white","call","chicago","high"
1847,"Lakisha","black","no","chicago","low"
1848,"Latoya","black","no","chicago","low"
1849,"Carrie","white","no","chicago","low"
1850,"Keisha","black","no","chicago","low"
1851,"Kenya","black","no","chicago","high"
1852,"Leroy","black","no","chicago","low"
1853,"Neil","white","no","chicago","low"
1854,"Sarah","white","no","chicago","high"
1855,"Anne","white","no","chicago","low"
1856,"Emily","white","no","chicago","low"
1857,"Keisha","black","no","chicago","low"
1858,"Latonya","black","no","chicago","high"
1859,"Laurie","white","no","chicago","high"
1860,"Tanisha","black","no","chicago","low"
1861,"Allison","white","no","chicago","high"
1862,"Kenya","black","no","chicago","high"
1863,"Latonya","black","no","chicago","low"
1864,"Leroy","black","no","chicago","high"
1865,"Meredith","white","no","chicago","low"
1866,"Todd","white","no","chicago","high"
1867,"Kenya","black","no","chicago","high"
1868,"Todd","white","no","chicago","high"
1869,"Emily","white","no","chicago","high"
1870,"Latonya","black","no","chicago","low"
1871,"Laurie","white","no","chicago","low"
1872,"Tamika","black","no","chicago","high"
1873,"Allison","white","no","chicago","low"
1874,"Carrie","white","no","chicago","high"
1875,"Kristen","white","no","chicago","high"
1876,"Lakisha","black","no","chicago","low"
1877,"Latonya","black","no","chicago","high"
1878,"Tyrone","black","no","chicago","high"
1879,"Aisha","black","no","chicago","high"
1880,"Aisha","black","no","chicago","high"
1881,"Emily","white","no","chicago","low"
1882,"Emily","white","no","chicago","high"
1883,"Keisha","black","no","chicago","low"
1884,"Keisha","black","no","chicago","low"
1885,"Matthew","white","no","chicago","high"
1886,"Sarah","white","no","chicago","low"
1887,"Anne","white","no","chicago","low"
1888,"Brad","white","call","chicago","low"
1889,"Hakim","black","no","chicago","high"
1890,"Kenya","black","no","chicago","low"
1891,"Kenya","black","call","chicago","high"
1892,"Latoya","black","no","chicago","low"
1893,"Meredith","white","call","chicago","high"
1894,"Meredith","white","no","chicago","high"
1895,"Aisha","black","no","boston","high"
1896,"Brad","white","no","boston","low"
1897,"Brad","white","no","boston","high"
1898,"Carrie","white","no","boston","high"
1899,"Darnell","black","no","boston","high"
1900,"Ebony","black","no","boston","high"
1901,"Emily","white","no","boston","high"
1902,"Geoffrey","white","no","boston","low"
1903,"Greg","white","no","boston","low"
1904,"Hakim","black","no","boston","low"
1905,"Jamal","black","no","boston","low"
1906,"Jill","white","no","boston","low"
1907,"Keisha","black","no","boston","low"
1908,"Kenya","black","no","boston","high"
1909,"Latonya","black","no","boston","high"
1910,"Latoya","black","no","boston","low"
1911,"Leroy","black","no","boston","high"
1912,"Matthew","white","call","boston","low"
1913,"Matthew","white","no","boston","high"
1914,"Matthew","white","no","boston","high"
1915,"Matthew","white","no","boston","high"
1916,"Rasheed","black","call","boston","low"
1917,"Todd","white","no","boston","low"
1918,"Tremayne","black","no","boston","low"
1919,"Anne","white","no","chicago","high"
1920,"Kenya","black","no","chicago","low"
1921,"Meredith","white","no","chicago","low"
1922,"Tamika","black","no","chicago","high"
1923,"Anne","white","no","chicago","high"
1924,"Kenya","black","no","chicago","low"
1925,"Meredith","white","no","chicago","low"
1926,"Tamika","black","no","chicago","high"
1927,"Ebony","black","no","chicago","low"
1928,"Kristen","white","no","chicago","high"
1929,"Latonya","black","no","chicago","high"
1930,"Laurie","white","no","chicago","low"
1931,"Emily","white","no","chicago","high"
1932,"Jill","white","no","chicago","low"
1933,"Latoya","black","no","chicago","high"
1934,"Tanisha","black","no","chicago","low"
1935,"Keisha","black","call","chicago","high"
1936,"Kristen","white","call","chicago","low"
1937,"Sarah","white","no","chicago","high"
1938,"Tamika","black","call","chicago","low"
1939,"Emily","white","no","chicago","high"
1940,"Latoya","black","no","chicago","high"
1941,"Jill","white","no","chicago","low"
1942,"Lakisha","black","no","chicago","low"
1943,"Meredith","white","no","chicago","high"
1944,"Tanisha","black","no","chicago","high"
1945,"Anne","white","no","chicago","high"
1946,"Latoya","black","no","chicago","high"
1947,"Sarah","white","no","chicago","low"
1948,"Tanisha","black","no","chicago","low"
1949,"Jill","white","no","chicago","low"
1950,"Lakisha","black","no","chicago","low"
1951,"Laurie","white","call","chicago","high"
1952,"Tamika","black","call","chicago","high"
1953,"Allison","white","no","chicago","low"
1954,"Kenya","black","no","chicago","high"
1955,"Lakisha","black","no","chicago","low"
1956,"Laurie","white","no","chicago","high"
1957,"Allison","white","no","chicago","high"
1958,"Anne","white","no","chicago","low"
1959,"Ebony","black","no","chicago","high"
1960,"Kenya","black","no","chicago","low"
1961,"Ebony","black","call","chicago","high"
1962,"Jill","white","no","chicago","high"
1963,"Laurie","white","no","chicago","low"
1964,"Tamika","black","no","chicago","low"
1965,"Emily","white","no","chicago","low"
1966,"Keisha","black","no","chicago","low"
1967,"Kenya","black","no","chicago","high"
1968,"Sarah","white","no","chicago","high"
1969,"Hakim","black","no","chicago","high"
1970,"Leroy","black","call","chicago","low"
1971,"Neil","white","no","chicago","high"
1972,"Todd","white","no","chicago","low"
1973,"Jill","white","no","chicago","high"
1974,"Keisha","black","no","chicago","low"
1975,"Meredith","white","no","chicago","low"
1976,"Tamika","black","no","chicago","high"
1977,"Anne","white","no","chicago","low"
1978,"Ebony","black","call","chicago","low"
1979,"Jill","white","no","chicago","high"
1980,"Tamika","black","no","chicago","high"
1981,"Aisha","black","no","chicago","high"
1982,"Anne","white","no","chicago","high"
1983,"Kenya","black","no","chicago","low"
1984,"Kristen","white","no","chicago","low"
1985,"Aisha","black","no","boston","high"
